Director,Actor1,Actor2,Actor3,Rating,DirectorLikes,Actor1Likes,Actor2Likes,Actor3Likes
Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,6.4,38,11000,8000,2000
Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,4.9,23,1000,642,579
Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,7.2,2000,854,766,501
Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,6.0,208,3000,1000,855
Yimou Zhang,Li Gong,Ye Liu,Man Li,7.0,611,879,52,10
Danny Pang,Nicolas Cage,Charlie Yeung,James With,5.4,15,12000,68,61
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,6.5,188,11000,1000,865
Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,6.4,179,267,202,50
George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,4.9,170,849,623,269
Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,6.3,32,219,141,104
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,1.7,11,719,611,500
Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,7.8,99,11000,1000,812
Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,5.5,72,18000,1000,789
Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,7.5,272,22000,11000,893
George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,6.4,170,13000,738,668
Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,5.6,13,23000,2000,643
Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,7.5,3,1000,48,40
Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,6.8,517,12000,849,678
Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,6.8,235,956,845,520
Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,6.0,118,11000,1000,287
Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,7.3,835,670,370,225
Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,6.0,84,12000,10000,664
Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,7.0,255,11000,5000,5000
Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,5.1,16,44,28,16
Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,6.8,521,10000,1000,957
Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,6.5,23,405,268,135
Simon West,Jason Statham,Tony Goldwyn,Mini Anden,6.6,165,26000,956,350
Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,7.2,97,17000,971,839
Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,7.0,50,8000,437,427
Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,7.0,91,579,530,206
John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,5.9,29,22000,923,650
Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,5.4,71,723,558,547
Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,6.6,176,975,815,749
Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,7.0,311,940,726,595
Frank Coraci,Salma Hayek,Reggie Lee,Charice,6.5,153,4000,828,491
Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,6.3,73,11000,3000,505
Mark Pellington,Debra Messing,Will Patton,David Eigenberg,6.5,89,650,537,395
Larry Charles,Bono,Elton John,Slash,5.8,119,468,442,412
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,6.6,46,683,349,275
Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,5.4,308,10000,2000,913
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,6.1,17,22000,9000,808
Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,4.0,5,5000,922,687
Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,7.6,487,12000,43,16
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,7.9,611,5000,643,576
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,5.3,30,922,786,497
Evan Goldberg,James Franco,Randall Park,Anders Holm,6.6,133,11000,392,365
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,6.3,19,624,489,433
Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,7.0,161,1000,418,196
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,4.9,326,326,152,6
Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,6.9,241,13000,3000,996
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,5.2,4,687,312,96
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,6.6,20,107,81,54
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,6.2,64,734,574,296
John G. Avildsen,Martin Kove,William Zabka,William Bassett,7.2,80,668,641,225
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,7.3,737,34000,23000,14000
Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,6.7,98,16000,896,723
Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,6.4,78,984,489,298
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,4.1,456,1000,935,716
Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,7.4,541,18000,11000,1000
Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,5.8,189,3000,2000,597
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,7.6,532,480,449,127
Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,7.2,545,15000,923,251
David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,7.7,21000,10000,349,81
Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,6.4,42,97,50,49
David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,5.1,119,2000,869,807
Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,6.0,164,8000,2000,723
Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,7.5,241,11000,3000,898
Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,7.3,333,22000,13000,1000
Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,5.7,101,13000,899,839
Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,7.3,155,23000,984,249
Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,7.2,278,22000,11000,808
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,5.9,167,2000,874,655
Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,7.7,138,904,876,748
Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,8.1,436,3000,472,175
Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,6.6,38,2000,897,882
John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,7.1,29,24000,4000,257
Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,5.9,101,700,655,398
John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,4.6,14,17000,826,633
Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,6.1,563,24000,11000,8000
Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,6.4,23,2000,2000,651
Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,6.0,415,982,971,119
David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,5.2,160,164000,137000,748
Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,7.6,14000,15000,535,423
John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,6.4,212,578,563,389
Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,6.4,89,836,719,177
Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,6.1,23,1000,593,418
Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,6.1,287,4000,835,823
Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,5.2,20,2000,2000,968
Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,7.7,58,15000,1000,720
Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,7.3,65,11000,980,638
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,6.9,174,14000,903,767
Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,8.5,22000,23000,20000,19000
Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,6.3,51,18000,11000,465
Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,5.9,7,3000,190,91
John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,6.7,46,387,244,162
Nimród Antal,Topher Grace,Alice Braga,Derek Mears,6.4,190,2000,1000,520
Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,5.9,425,954,568,204
David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,6.6,192,40000,534,501
Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,6.8,18,18000,426,211
Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,6.5,34,545,351,280
Peter Hedges,Jennifer Garner,Odeya Rush,Common,6.6,54,3000,2000,988
Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,5.8,10,1000,689,681
Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,6.9,16000,880,413,235
Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,5.8,326,21000,534,416
Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,7.2,14000,12000,11000,11000
Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,4.7,25,1000,741,473
Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,5.2,80,3000,450,287
Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,5.5,643,24000,1000,586
Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,6.5,30,799,690,664
Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,7.0,99,176,61,57
Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,5.8,98,405,358,78
Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,6.5,541,12000,638,173
Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,5.1,52,683,392,214
Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,5.9,77,703,682,495
Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,5.8,6,711,683,584
Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,7.2,75,18000,3000,754
Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,6.2,101,787,299,223
Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,5.7,65,1000,613,490
Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,6.1,3000,14000,9000,3000
Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,6.0,85,924,595,510
Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,6.9,335,15000,467,64
Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,6.5,50,293,117,58
Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,5.0,260,1000,1000,441
Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,5.7,18,2000,1000,249
Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,5.1,55,3000,941,294
Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,5.3,39,607,322,210
John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,4.4,287,10000,368,44
Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,6.7,56,20000,19000,19000
Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,6.7,7,18000,9000,903
Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,5.7,81,327,253,135
Martin Scorsese,Robert De Niro,David Carradine,David Proval,7.4,17000,22000,926,354
Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,6.1,545,783,754,353
Olivier Megaton,Jordi Mollà,Callum Blue,Jesse Borrego,6.4,118,877,738,674
Frederik Du Chau,Gary Oldman,Jaleel White,Eric Idle,6.2,7,10000,908,795
Michael Caton-Jones,Robert De Niro,James Franco,John Doman,6.2,105,22000,11000,616
Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber,5.9,34,978,886,685
Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian,4.0,33,1000,1000,1000
Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,6.2,17,14000,940,889
Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,4.6,719,16000,893,683
Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,5.9,58,12000,975,497
Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,5.1,19,13000,530,351
J.A. Bayona,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,7.6,171,6000,382,284
Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,4.2,124,636,631,572
Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon,5.8,65,11000,944,311
Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith,4.8,29,976,799,762
Charles Shyer,Omar Epps,Nia Long,Jane Krakowski,6.2,14,865,826,624
Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,6.5,42,875,596,171
Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson,6.3,22,2000,642,613
William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,3.3,37,2000,886,595
Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,5.9,80,14000,4000,835
Malcolm D. Lee,Bernie Mac,Sean Hayes,Mike Epps,6.5,92,1000,760,706
Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,4.7,5,521,372,249
Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley,4.1,7,2000,577,485
Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,6.8,22,12000,2000,61
Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,6.2,39,1000,1000,259
Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,4.5,18,3000,545,443
Jean-Marie Poiré,Bridgette Wilson-Sampras,Matt Ross,John Aylward,5.8,8,545,248,219
Brian Robbins,John Gatins,Lou Saliba,Greg Collins,5.9,48,61,46,39
Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca,5.8,180,1000,535,87
Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,5.1,13,15000,460,173
D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,6.9,154,884,617,502
Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,6.2,34,11000,922,472
Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes,6.9,47,499,3,2
Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,7.1,31,5000,755,483
Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee,6.0,44,1000,580,533
Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song,7.0,584,11000,557,398
Bibo Bergeron,Adam Goldberg,Bob Balaban,François Cluzet,6.8,10,1000,559,541
Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,5.7,23,2000,894,596
Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,7.6,295,720,581,380
S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,8.4,50,218,133,72
Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,7.1,124,152,142,100
Michael Lehmann,Colin Ferguson,Stephen Collins,Tom Everett Scott,5.6,36,747,452,433
Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,7.0,13000,940,925,787
Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly,5.3,534,865,534,511
Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,4.9,44,593,542,420
Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale,6.4,88,22000,13000,785
John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,7.4,610,755,643,478
Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,6.1,72,982,935,559
Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,6.5,126,18000,957,954
Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella,5.7,36,592,516,275
David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,6.6,18,1000,946,906
Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,6.9,508,21000,11000,1000
Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,7.6,278,18000,584,494
Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,5.6,150,970,919,789
David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,6.2,7,931,754,692
Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,4.4,99,598,557,377
Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,5.6,43,308,285,280
John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,5.5,11,854,543,466
Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,6.7,2000,40000,903,541
Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,6.1,150,24000,210,182
Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,6.2,65,628,316,108
Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,7.3,304,940,906,736
David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,6.4,123,14000,924,904
Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,6.4,11,37,12,12
Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,5.2,49,1000,569,427
Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway,6.5,27,13000,2000,260
David Leland,Hayden Christensen,Ryan Cartwright,David Walliams,4.8,2,4000,476,217
Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,7.3,39,2000,898,534
J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson,5.2,5,17000,1000,724
Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,5.7,52,10000,2000,651
Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman,7.0,1000,24000,11000,681
Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker,6.0,3,18000,82,35
Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,8.1,2000,26000,10000,471
Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,6.1,11,2000,756,591
Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,6.9,188,11000,680,631
Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,5.2,308,17000,12000,10000
Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,7.0,415,18000,669,644
Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,6.3,10,789,744,405
Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,7.0,43,740,707,651
Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,5.3,35,463,35,30
Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,6.9,84,551,284,263
Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,6.2,883,180,172,133
Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe,6.4,38,496,390,318
Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,6.4,188,11000,641,631
John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,5.7,287,9000,1000,475
F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,6.1,473,14000,919,582
Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,5.4,488,15000,14000,13000
Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,6.8,96,746,602,577
Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,6.0,101,12000,3000,2000
Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,7.8,487,685,485,263
Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,5.3,31,944,886,450
Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,4.5,16,541,521,387
Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,7.8,480,14000,839,706
Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,7.2,25,461,79,51
Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,6.6,116,45000,645,481
Tim Burton,Michael Gough,Jack Palance,William Hootkins,7.6,13000,920,549,488
Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,5.9,596,877,794,785
Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,6.7,503,808,277,94
John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,7.7,102,768,734,624
Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,6.9,91,18000,464,64
Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,7.7,1000,13000,12000,538
David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,6.8,64,11000,11000,505
Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,6.4,338,12000,664,643
Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,5.7,91,4000,904,680
Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,7.3,17000,22000,1000,387
Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,6.8,126,18000,5000,1000
Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,5.9,8,1000,358,278
Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,7.4,333,14000,1000,362
Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,8.3,161,18000,398,210
Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,6.2,31,947,742,591
Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,5.8,79,900,759,25
Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,6.3,763,812,551,311
Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,6.4,130,29000,130,80
Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,7.2,130,826,638,426
Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,6.3,14,11000,4000,691
Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,6.9,19,1000,762,568
Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,6.6,87,15000,3000,923
Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,6.0,89,17000,329,190
John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,7.5,102,15000,2000,825
Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,5.4,12,49000,1000,931
Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,6.6,148,978,593,227
Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,5.3,42,49000,838,766
Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,5.6,221,11000,970,553
Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,5.9,30,944,940,664
Mike Newell,Johnny Depp,Al Pacino,Anne Heche,7.8,179,40000,14000,646
Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,6.7,545,14000,2000,766
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,7.4,365,887,770,723
Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,6.2,1000,24000,15000,939
John Moore,Mila Kunis,Beau Bridges,Jamie Hector,5.4,212,15000,552,248
Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,6.7,487,20000,10000,3000
Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,5.3,16,1000,700,584
Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,5.9,42,969,826,196
Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,4.8,19,1000,691,447
Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,7.3,23,288,257,57
Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,3.8,133,2000,1000,690
Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,8.5,2000,396,338,95
Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,6.8,308,446,224,206
Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,5.3,174,730,716,324
Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,6.6,16000,29000,6000,363
Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,6.2,192,1000,915,844
Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,5.2,48,775,541,531
Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,6.2,81,2000,683,636
Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,6.2,40,2000,648,398
Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,6.6,37,3000,874,480
Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,6.4,24,591,488,455
Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,5.1,357,907,445,374
Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,6.6,16000,18000,461,229
Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,6.1,8,22000,1000,558
Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,6.1,24,287,175,167
Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,5.9,251,826,716,296
Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,6.3,13,11000,1000,973
Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,7.1,15,10000,979,745
John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,5.0,309,327,73,63
Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,5.6,2,1000,766,72
Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,7.4,161,21000,826,549
Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,4.5,82,1000,642,418
Allen Hughes,Alona Tal,James Ransone,Michael Beach,6.2,90,1000,412,344
